team_size,key_point
5,Factory 7_City A_Type C_2023-12-20
18,Factory 7_City D_Type C_2023-12-21
11,Factory 7_City B_Type C_2023-12-22
17,Factory 7_City C_Type C_2023-12-23
11,Factory 7_City C_Type C_2023-12-24
11,Factory 7_City C_Type A_2023-12-25
11,Factory 7_City E_Type A_2023-12-26
14,Factory 7_City D_Type C_2023-12-27
12,Factory 7_City B_Type B_2023-12-28
17,Factory 7_City C_Type A_2023-12-29
9,Factory 7_City D_Type B_2023-12-30
11,Factory 7_City B_Type B_2023-12-31
10,Factory 8_City B_Type C_2023-01-01
16,Factory 8_City E_Type A_2023-01-02
14,Factory 8_City B_Type A_2023-01-03
16,Factory 8_City B_Type B_2023-01-04
11,Factory 8_City A_Type C_2023-01-05
9,Factory 8_City E_Type C_2023-01-06
19,Factory 8_City D_Type A_2023-01-07
18,Factory 8_City A_Type B_2023-01-08
6,Factory 8_City D_Type C_2023-01-09
5,Factory 8_City A_Type B_2023-01-10
5,Factory 8_City C_Type B_2023-01-11
8,Factory 8_City A_Type B_2023-01-12
9,Factory 8_City A_Type A_2023-01-13
16,Factory 8_City C_Type A_2023-01-14
12,Factory 8_City A_Type B_2023-01-15
17,Factory 8_City E_Type A_2023-01-16
15,Factory 8_City B_Type A_2023-01-17
13,Factory 8_City D_Type A_2023-01-18
14,Factory 8_City D_Type C_2023-01-19
15,Factory 8_City D_Type C_2023-01-20
7,Factory 8_City B_Type C_2023-01-21
16,Factory 8_City A_Type B_2023-01-22
5,Factory 8_City A_Type C_2023-01-23
7,Factory 8_City A_Type A_2023-01-24
6,Factory 8_City C_Type B_2023-01-25
16,Factory 8_City B_Type B_2023-01-26
8,Factory 8_City B_Type C_2023-01-27
5,Factory 8_City E_Type C_2023-01-28
11,Factory 8_City B_Type C_2023-01-29
17,Factory 8_City E_Type A_2023-01-30
8,Factory 8_City E_Type C_2023-01-31
5,Factory 8_City D_Type A_2023-02-01
11,Factory 8_City D_Type B_2023-02-02
19,Factory 8_City C_Type A_2023-02-03
9,Factory 8_City E_Type A_2023-02-04
9,Factory 8_City C_Type A_2023-02-05
18,Factory 8_City D_Type C_2023-02-06
19,Factory 8_City B_Type A_2023-02-07
5,Factory 8_City E_Type A_2023-02-08
6,Factory 8_City B_Type A_2023-02-09
5,Factory 8_City D_Type C_2023-02-10
17,Factory 8_City E_Type C_2023-02-11
17,Factory 8_City A_Type B_2023-02-12
11,Factory 8_City E_Type C_2023-02-13
14,Factory 8_City E_Type A_2023-02-14
5,Factory 8_City D_Type A_2023-02-15
9,Factory 8_City A_Type A_2023-02-16
11,Factory 8_City E_Type B_2023-02-17
19,Factory 8_City D_Type B_2023-02-18
19,Factory 8_City C_Type A_2023-02-19
5,Factory 8_City A_Type C_2023-02-20
6,Factory 8_City B_Type A_2023-02-21
8,Factory 8_City A_Type A_2023-02-22
6,Factory 8_City D_Type B_2023-02-23
9,Factory 8_City B_Type C_2023-02-24
13,Factory 8_City C_Type B_2023-02-25
5,Factory 8_City B_Type B_2023-02-26
15,Factory 8_City C_Type C_2023-02-27
6,Factory 8_City B_Type C_2023-02-28
9,Factory 8_City C_Type A_2023-03-01
10,Factory 8_City A_Type A_2023-03-02
13,Factory 8_City B_Type C_2023-03-03
9,Factory 8_City D_Type C_2023-03-04
10,Factory 8_City B_Type C_2023-03-05
11,Factory 8_City A_Type C_2023-03-06
6,Factory 8_City B_Type B_2023-03-07
17,Factory 8_City A_Type B_2023-03-08
9,Factory 8_City C_Type C_2023-03-09
19,Factory 8_City B_Type B_2023-03-10
5,Factory 8_City D_Type A_2023-03-11
13,Factory 8_City A_Type A_2023-03-12
17,Factory 8_City A_Type B_2023-03-13
13,Factory 8_City B_Type A_2023-03-14
12,Factory 8_City D_Type A_2023-03-15
16,Factory 8_City C_Type A_2023-03-16
19,Factory 8_City C_Type C_2023-03-17
6,Factory 8_City D_Type A_2023-03-18
16,Factory 8_City B_Type B_2023-03-19
5,Factory 8_City B_Type A_2023-03-20
7,Factory 8_City D_Type A_2023-03-21
9,Factory 8_City E_Type B_2023-03-22
8,Factory 8_City E_Type B_2023-03-23
18,Factory 8_City A_Type B_2023-03-24
17,Factory 8_City B_Type B_2023-03-25
12,Factory 8_City E_Type C_2023-03-26
8,Factory 8_City C_Type B_2023-03-27
19,Factory 8_City D_Type C_2023-03-28
17,Factory 8_City B_Type C_2023-03-29
7,Factory 8_City C_Type C_2023-03-30
11,Factory 8_City D_Type C_2023-03-31
18,Factory 8_City A_Type B_2023-04-01
18,Factory 8_City D_Type A_2023-04-02
9,Factory 8_City E_Type B_2023-04-03
8,Factory 8_City C_Type B_2023-04-04
10,Factory 8_City A_Type B_2023-04-05
8,Factory 8_City C_Type C_2023-04-06
8,Factory 8_City D_Type B_2023-04-07
9,Factory 8_City E_Type A_2023-04-08
6,Factory 8_City C_Type C_2023-04-09
5,Factory 8_City A_Type C_2023-04-10
16,Factory 8_City A_Type B_2023-04-11
12,Factory 8_City A_Type C_2023-04-12
19,Factory 8_City A_Type C_2023-04-13
9,Factory 8_City D_Type B_2023-04-14
16,Factory 8_City A_Type B_2023-04-15
5,Factory 8_City D_Type A_2023-04-16
12,Factory 8_City B_Type B_2023-04-17
15,Factory 8_City A_Type B_2023-04-18
14,Factory 8_City E_Type B_2023-04-19
10,Factory 8_City A_Type B_2023-04-20
13,Factory 8_City D_Type C_2023-04-21
13,Factory 8_City D_Type B_2023-04-22
11,Factory 8_City E_Type B_2023-04-23
16,Factory 8_City E_Type A_2023-04-24
13,Factory 8_City A_Type B_2023-04-25
14,Factory 8_City E_Type B_2023-04-26
13,Factory 8_City D_Type C_2023-04-27
19,Factory 8_City B_Type B_2023-04-28
11,Factory 8_City B_Type B_2023-04-29
10,Factory 8_City E_Type A_2023-04-30
13,Factory 8_City E_Type C_2023-05-01
6,Factory 8_City D_Type C_2023-05-02
8,Factory 8_City D_Type A_2023-05-03
15,Factory 8_City A_Type A_2023-05-04
5,Factory 8_City D_Type B_2023-05-05
16,Factory 8_City D_Type A_2023-05-06
18,Factory 8_City A_Type C_2023-05-07
17,Factory 8_City A_Type A_2023-05-08
8,Factory 8_City B_Type C_2023-05-09
15,Factory 8_City A_Type C_2023-05-10
7,Factory 8_City C_Type C_2023-05-11
16,Factory 8_City B_Type A_2023-05-12
10,Factory 8_City C_Type A_2023-05-13
9,Factory 8_City C_Type C_2023-05-14
7,Factory 8_City D_Type B_2023-05-15
9,Factory 8_City D_Type B_2023-05-16
17,Factory 8_City B_Type C_2023-05-17
18,Factory 8_City C_Type B_2023-05-18
7,Factory 8_City C_Type A_2023-05-19
19,Factory 8_City B_Type A_2023-05-20
6,Factory 8_City B_Type C_2023-05-21
14,Factory 8_City C_Type A_2023-05-22
7,Factory 8_City B_Type A_2023-05-23
14,Factory 8_City B_Type C_2023-05-24
8,Factory 8_City B_Type B_2023-05-25
6,Factory 8_City C_Type A_2023-05-26
17,Factory 8_City E_Type B_2023-05-27
18,Factory 8_City B_Type C_2023-05-28
17,Factory 8_City B_Type C_2023-05-29
9,Factory 8_City C_Type A_2023-05-30
16,Factory 8_City D_Type C_2023-05-31
11,Factory 8_City B_Type A_2023-06-01
6,Factory 8_City C_Type A_2023-06-02
18,Factory 8_City B_Type B_2023-06-03
13,Factory 8_City A_Type A_2023-06-04
11,Factory 8_City B_Type C_2023-06-05
18,Factory 8_City C_Type C_2023-06-06
19,Factory 8_City C_Type A_2023-06-07
12,Factory 8_City D_Type A_2023-06-08
12,Factory 8_City E_Type B_2023-06-09
10,Factory 8_City A_Type C_2023-06-10
17,Factory 8_City B_Type B_2023-06-11
18,Factory 8_City C_Type B_2023-06-12
18,Factory 8_City C_Type B_2023-06-13
18,Factory 8_City D_Type A_2023-06-14
16,Factory 8_City B_Type B_2023-06-15
5,Factory 8_City E_Type A_2023-06-16
10,Factory 8_City A_Type A_2023-06-17
13,Factory 8_City A_Type C_2023-06-18
7,Factory 8_City E_Type A_2023-06-19
19,Factory 8_City D_Type C_2023-06-20
10,Factory 8_City D_Type C_2023-06-21
18,Factory 8_City E_Type B_2023-06-22
17,Factory 8_City C_Type C_2023-06-23
12,Factory 8_City B_Type A_2023-06-24
7,Factory 8_City C_Type A_2023-06-25
18,Factory 8_City C_Type A_2023-06-26
19,Factory 8_City B_Type C_2023-06-27
5,Factory 8_City E_Type A_2023-06-28
15,Factory 8_City C_Type B_2023-06-29
7,Factory 8_City A_Type B_2023-06-30
10,Factory 8_City D_Type C_2023-07-01
13,Factory 8_City D_Type B_2023-07-02
8,Factory 8_City E_Type B_2023-07-03
10,Factory 8_City A_Type B_2023-07-04
16,Factory 8_City A_Type A_2023-07-05
17,Factory 8_City E_Type A_2023-07-06
12,Factory 8_City C_Type A_2023-07-07
17,Factory 8_City C_Type B_2023-07-08
19,Factory 8_City E_Type B_2023-07-09
5,Factory 8_City E_Type C_2023-07-10
18,Factory 8_City E_Type A_2023-07-11
9,Factory 8_City E_Type A_2023-07-12
19,Factory 8_City A_Type A_2023-07-13
17,Factory 8_City E_Type C_2023-07-14
11,Factory 8_City D_Type B_2023-07-15
15,Factory 8_City D_Type C_2023-07-16
16,Factory 8_City B_Type C_2023-07-17
15,Factory 8_City E_Type B_2023-07-18
13,Factory 8_City A_Type B_2023-07-19
13,Factory 8_City E_Type B_2023-07-20
12,Factory 8_City B_Type C_2023-07-21
7,Factory 8_City A_Type C_2023-07-22
17,Factory 8_City A_Type B_2023-07-23
6,Factory 8_City A_Type A_2023-07-24
7,Factory 8_City A_Type C_2023-07-25
7,Factory 8_City C_Type C_2023-07-26
5,Factory 8_City E_Type C_2023-07-27
10,Factory 8_City E_Type B_2023-07-28
15,Factory 8_City E_Type C_2023-07-29
12,Factory 8_City C_Type C_2023-07-30
18,Factory 8_City A_Type B_2023-07-31
5,Factory 8_City E_Type B_2023-08-01
14,Factory 8_City A_Type A_2023-08-02
16,Factory 8_City C_Type A_2023-08-03
15,Factory 8_City D_Type C_2023-08-04
11,Factory 8_City D_Type C_2023-08-05
11,Factory 8_City A_Type B_2023-08-06
12,Factory 8_City D_Type C_2023-08-07
9,Factory 8_City D_Type C_2023-08-08
12,Factory 8_City B_Type A_2023-08-09
12,Factory 8_City C_Type A_2023-08-10
15,Factory 8_City A_Type B_2023-08-11
16,Factory 8_City B_Type C_2023-08-12
17,Factory 8_City E_Type C_2023-08-13
9,Factory 8_City D_Type A_2023-08-14
5,Factory 8_City A_Type B_2023-08-15
6,Factory 8_City A_Type C_2023-08-16
17,Factory 8_City A_Type A_2023-08-17
9,Factory 8_City A_Type A_2023-08-18
6,Factory 8_City C_Type B_2023-08-19
6,Factory 8_City A_Type B_2023-08-20
15,Factory 8_City B_Type C_2023-08-21
13,Factory 8_City E_Type A_2023-08-22
15,Factory 8_City C_Type C_2023-08-23
11,Factory 8_City C_Type B_2023-08-24
17,Factory 8_City E_Type C_2023-08-25
7,Factory 8_City A_Type C_2023-08-26
16,Factory 8_City E_Type B_2023-08-27
14,Factory 8_City C_Type B_2023-08-28
17,Factory 8_City A_Type A_2023-08-29
18,Factory 8_City A_Type A_2023-08-30
15,Factory 8_City B_Type A_2023-08-31
9,Factory 8_City E_Type B_2023-09-01
9,Factory 8_City E_Type B_2023-09-02
8,Factory 8_City D_Type B_2023-09-03
9,Factory 8_City D_Type C_2023-09-04
9,Factory 8_City B_Type C_2023-09-05
17,Factory 8_City C_Type C_2023-09-06
17,Factory 8_City E_Type B_2023-09-07
18,Factory 8_City B_Type B_2023-09-08
16,Factory 8_City D_Type B_2023-09-09
8,Factory 8_City A_Type A_2023-09-10
18,Factory 8_City C_Type B_2023-09-11
8,Factory 8_City D_Type A_2023-09-12
17,Factory 8_City E_Type C_2023-09-13
8,Factory 8_City B_Type A_2023-09-14
6,Factory 8_City D_Type A_2023-09-15
17,Factory 8_City A_Type B_2023-09-16
6,Factory 8_City A_Type B_2023-09-17
11,Factory 8_City C_Type B_2023-09-18
19,Factory 8_City A_Type C_2023-09-19
15,Factory 8_City C_Type B_2023-09-20
12,Factory 8_City C_Type B_2023-09-21
10,Factory 8_City B_Type A_2023-09-22
17,Factory 8_City D_Type B_2023-09-23
14,Factory 8_City A_Type B_2023-09-24
7,Factory 8_City A_Type A_2023-09-25
11,Factory 8_City B_Type B_2023-09-26
6,Factory 8_City A_Type A_2023-09-27
8,Factory 8_City C_Type B_2023-09-28
10,Factory 8_City D_Type B_2023-09-29
8,Factory 8_City A_Type B_2023-09-30
5,Factory 8_City D_Type A_2023-10-01
13,Factory 8_City C_Type B_2023-10-02
5,Factory 8_City C_Type B_2023-10-03
16,Factory 8_City A_Type A_2023-10-04
16,Factory 8_City B_Type B_2023-10-05
14,Factory 8_City D_Type B_2023-10-06
5,Factory 8_City C_Type A_2023-10-07
16,Factory 8_City A_Type A_2023-10-08
15,Factory 8_City C_Type B_2023-10-09
18,Factory 8_City A_Type A_2023-10-10
18,Factory 8_City E_Type B_2023-10-11
13,Factory 8_City C_Type B_2023-10-12
18,Factory 8_City E_Type A_2023-10-13
15,Factory 8_City D_Type B_2023-10-14
12,Factory 8_City C_Type C_2023-10-15
10,Factory 8_City A_Type A_2023-10-16
15,Factory 8_City C_Type B_2023-10-17
12,Factory 8_City D_Type C_2023-10-18
16,Factory 8_City E_Type C_2023-10-19
6,Factory 8_City D_Type B_2023-10-20
12,Factory 8_City D_Type A_2023-10-21
13,Factory 8_City E_Type A_2023-10-22
10,Factory 8_City E_Type B_2023-10-23
14,Factory 8_City A_Type C_2023-10-24
17,Factory 8_City B_Type A_2023-10-25
10,Factory 8_City B_Type A_2023-10-26
12,Factory 8_City D_Type A_2023-10-27
11,Factory 8_City B_Type A_2023-10-28
7,Factory 8_City D_Type A_2023-10-29
11,Factory 8_City E_Type C_2023-10-30
5,Factory 8_City E_Type C_2023-10-31
5,Factory 8_City B_Type A_2023-11-01
10,Factory 8_City D_Type A_2023-11-02
13,Factory 8_City E_Type C_2023-11-03
10,Factory 8_City C_Type C_2023-11-04
18,Factory 8_City D_Type B_2023-11-05
17,Factory 8_City C_Type A_2023-11-06
13,Factory 8_City E_Type C_2023-11-07
8,Factory 8_City A_Type A_2023-11-08
18,Factory 8_City B_Type A_2023-11-09
15,Factory 8_City E_Type A_2023-11-10
9,Factory 8_City C_Type C_2023-11-11
19,Factory 8_City A_Type A_2023-11-12
8,Factory 8_City B_Type B_2023-11-13
17,Factory 8_City A_Type A_2023-11-14
14,Factory 8_City E_Type A_2023-11-15
16,Factory 8_City C_Type B_2023-11-16
16,Factory 8_City B_Type A_2023-11-17
17,Factory 8_City B_Type C_2023-11-18
19,Factory 8_City A_Type A_2023-11-19
14,Factory 8_City E_Type A_2023-11-20
15,Factory 8_City D_Type A_2023-11-21
8,Factory 8_City C_Type B_2023-11-22
10,Factory 8_City B_Type A_2023-11-23
14,Factory 8_City A_Type C_2023-11-24
9,Factory 8_City A_Type B_2023-11-25
15,Factory 8_City B_Type B_2023-11-26
8,Factory 8_City C_Type B_2023-11-27
18,Factory 8_City E_Type C_2023-11-28
8,Factory 8_City C_Type B_2023-11-29
7,Factory 8_City A_Type C_2023-11-30
6,Factory 8_City C_Type C_2023-12-01
9,Factory 8_City E_Type B_2023-12-02
13,Factory 8_City C_Type A_2023-12-03
7,Factory 8_City D_Type C_2023-12-04
12,Factory 8_City B_Type C_2023-12-05
5,Factory 8_City A_Type A_2023-12-06
5,Factory 8_City B_Type A_2023-12-07
15,Factory 8_City E_Type C_2023-12-08
19,Factory 8_City C_Type C_2023-12-09
14,Factory 8_City A_Type A_2023-12-10
16,Factory 8_City C_Type C_2023-12-11
18,Factory 8_City C_Type C_2023-12-12
6,Factory 8_City A_Type A_2023-12-13
17,Factory 8_City B_Type A_2023-12-14
14,Factory 8_City C_Type A_2023-12-15
8,Factory 8_City E_Type B_2023-12-16
18,Factory 8_City E_Type B_2023-12-17
7,Factory 8_City C_Type C_2023-12-18
11,Factory 8_City D_Type B_2023-12-19
17,Factory 8_City E_Type B_2023-12-20
9,Factory 8_City A_Type B_2023-12-21
13,Factory 8_City A_Type B_2023-12-22
13,Factory 8_City C_Type A_2023-12-23
14,Factory 8_City E_Type B_2023-12-24
11,Factory 8_City E_Type A_2023-12-25
19,Factory 8_City B_Type B_2023-12-26
14,Factory 8_City C_Type C_2023-12-27
9,Factory 8_City B_Type A_2023-12-28
15,Factory 8_City E_Type C_2023-12-29
17,Factory 8_City E_Type C_2023-12-30
17,Factory 8_City C_Type A_2023-12-31
16,Factory 9_City A_Type A_2023-01-01
12,Factory 9_City B_Type A_2023-01-02
17,Factory 9_City E_Type A_2023-01-03
13,Factory 9_City C_Type B_2023-01-04
15,Factory 9_City A_Type B_2023-01-05
13,Factory 9_City E_Type B_2023-01-06
19,Factory 9_City E_Type C_2023-01-07
6,Factory 9_City B_Type B_2023-01-08
17,Factory 9_City A_Type B_2023-01-09
9,Factory 9_City A_Type B_2023-01-10
14,Factory 9_City C_Type B_2023-01-11
5,Factory 9_City E_Type C_2023-01-12
6,Factory 9_City B_Type B_2023-01-13
18,Factory 9_City A_Type B_2023-01-14
14,Factory 9_City A_Type B_2023-01-15
11,Factory 9_City B_Type A_2023-01-16
11,Factory 9_City C_Type B_2023-01-17
7,Factory 9_City D_Type A_2023-01-18
19,Factory 9_City E_Type B_2023-01-19
12,Factory 9_City A_Type A_2023-01-20
6,Factory 9_City A_Type C_2023-01-21
14,Factory 9_City C_Type C_2023-01-22
9,Factory 9_City A_Type A_2023-01-23
14,Factory 9_City B_Type B_2023-01-24
17,Factory 9_City A_Type B_2023-01-25
12,Factory 9_City A_Type A_2023-01-26
14,Factory 9_City C_Type C_2023-01-27
6,Factory 9_City A_Type B_2023-01-28
19,Factory 9_City E_Type A_2023-01-29
19,Factory 9_City D_Type B_2023-01-30
13,Factory 9_City E_Type B_2023-01-31
18,Factory 9_City D_Type C_2023-02-01
18,Factory 9_City A_Type B_2023-02-02
8,Factory 9_City C_Type C_2023-02-03
6,Factory 9_City E_Type B_2023-02-04
14,Factory 9_City B_Type B_2023-02-05
7,Factory 9_City D_Type A_2023-02-06
18,Factory 9_City A_Type A_2023-02-07
5,Factory 9_City E_Type B_2023-02-08
12,Factory 9_City C_Type C_2023-02-09
10,Factory 9_City B_Type B_2023-02-10
13,Factory 9_City B_Type B_2023-02-11
12,Factory 9_City E_Type C_2023-02-12
14,Factory 9_City C_Type C_2023-02-13
16,Factory 9_City E_Type C_2023-02-14
15,Factory 9_City D_Type A_2023-02-15
10,Factory 9_City C_Type A_2023-02-16
9,Factory 9_City E_Type C_2023-02-17
6,Factory 9_City D_Type B_2023-02-18
15,Factory 9_City B_Type C_2023-02-19
5,Factory 9_City A_Type A_2023-02-20
18,Factory 9_City B_Type C_2023-02-21
17,Factory 9_City D_Type A_2023-02-22
13,Factory 9_City E_Type B_2023-02-23
5,Factory 9_City E_Type A_2023-02-24
8,Factory 9_City A_Type B_2023-02-25
5,Factory 9_City D_Type A_2023-02-26
9,Factory 9_City D_Type B_2023-02-27
18,Factory 9_City A_Type B_2023-02-28
16,Factory 9_City E_Type A_2023-03-01
8,Factory 9_City B_Type A_2023-03-02
10,Factory 9_City A_Type A_2023-03-03
16,Factory 9_City D_Type A_2023-03-04
15,Factory 9_City C_Type C_2023-03-05
10,Factory 9_City E_Type A_2023-03-06
10,Factory 9_City E_Type B_2023-03-07
19,Factory 9_City E_Type C_2023-03-08
5,Factory 9_City A_Type A_2023-03-09
12,Factory 9_City A_Type B_2023-03-10
17,Factory 9_City A_Type C_2023-03-11
19,Factory 9_City A_Type A_2023-03-12
13,Factory 9_City D_Type A_2023-03-13
11,Factory 9_City E_Type A_2023-03-14
7,Factory 9_City D_Type B_2023-03-15
8,Factory 9_City B_Type B_2023-03-16
17,Factory 9_City D_Type C_2023-03-17
17,Factory 9_City E_Type B_2023-03-18
6,Factory 9_City A_Type C_2023-03-19
12,Factory 9_City B_Type A_2023-03-20
10,Factory 9_City C_Type B_2023-03-21
6,Factory 9_City B_Type B_2023-03-22
11,Factory 9_City E_Type C_2023-03-23
10,Factory 9_City B_Type B_2023-03-24
9,Factory 9_City E_Type B_2023-03-25
9,Factory 9_City A_Type B_2023-03-26
17,Factory 9_City E_Type A_2023-03-27
19,Factory 9_City E_Type C_2023-03-28
19,Factory 9_City B_Type C_2023-03-29
5,Factory 9_City C_Type A_2023-03-30
18,Factory 9_City B_Type A_2023-03-31
9,Factory 9_City D_Type C_2023-04-01
7,Factory 9_City D_Type B_2023-04-02
16,Factory 9_City E_Type A_2023-04-03
13,Factory 9_City E_Type C_2023-04-04
16,Factory 9_City E_Type C_2023-04-05
17,Factory 9_City B_Type A_2023-04-06
14,Factory 9_City E_Type B_2023-04-07
7,Factory 9_City A_Type B_2023-04-08
7,Factory 9_City C_Type B_2023-04-09
9,Factory 9_City A_Type A_2023-04-10
16,Factory 9_City D_Type B_2023-04-11
19,Factory 9_City A_Type A_2023-04-12
9,Factory 9_City E_Type C_2023-04-13
19,Factory 9_City B_Type B_2023-04-14
18,Factory 9_City B_Type B_2023-04-15
7,Factory 9_City E_Type C_2023-04-16
6,Factory 9_City B_Type B_2023-04-17
17,Factory 9_City B_Type A_2023-04-18
10,Factory 9_City E_Type A_2023-04-19
14,Factory 9_City D_Type C_2023-04-20
14,Factory 9_City C_Type C_2023-04-21
6,Factory 9_City B_Type A_2023-04-22
11,Factory 9_City D_Type B_2023-04-23
19,Factory 9_City B_Type B_2023-04-24
12,Factory 9_City D_Type A_2023-04-25
12,Factory 9_City C_Type B_2023-04-26
6,Factory 9_City C_Type B_2023-04-27
5,Factory 9_City E_Type B_2023-04-28
9,Factory 9_City A_Type C_2023-04-29
15,Factory 9_City E_Type B_2023-04-30
17,Factory 9_City D_Type A_2023-05-01
11,Factory 9_City B_Type A_2023-05-02
18,Factory 9_City E_Type A_2023-05-03
8,Factory 9_City E_Type C_2023-05-04
10,Factory 9_City C_Type B_2023-05-05
19,Factory 9_City A_Type A_2023-05-06
6,Factory 9_City A_Type A_2023-05-07
15,Factory 9_City C_Type C_2023-05-08
8,Factory 9_City D_Type A_2023-05-09
15,Factory 9_City B_Type A_2023-05-10
5,Factory 9_City D_Type C_2023-05-11
19,Factory 9_City D_Type C_2023-05-12
12,Factory 9_City A_Type A_2023-05-13
14,Factory 9_City D_Type B_2023-05-14
10,Factory 9_City D_Type A_2023-05-15
5,Factory 9_City E_Type C_2023-05-16
17,Factory 9_City E_Type B_2023-05-17
16,Factory 9_City D_Type C_2023-05-18
7,Factory 9_City A_Type C_2023-05-19
19,Factory 9_City A_Type A_2023-05-20
18,Factory 9_City D_Type B_2023-05-21
16,Factory 9_City A_Type B_2023-05-22
18,Factory 9_City B_Type B_2023-05-23
18,Factory 9_City A_Type C_2023-05-24
14,Factory 9_City B_Type A_2023-05-25
8,Factory 9_City D_Type C_2023-05-26
7,Factory 9_City B_Type B_2023-05-27
18,Factory 9_City E_Type A_2023-05-28
14,Factory 9_City A_Type C_2023-05-29
11,Factory 9_City C_Type A_2023-05-30
9,Factory 9_City B_Type A_2023-05-31
17,Factory 9_City B_Type B_2023-06-01
17,Factory 9_City D_Type C_2023-06-02
18,Factory 9_City E_Type B_2023-06-03
14,Factory 9_City B_Type B_2023-06-04
14,Factory 9_City C_Type C_2023-06-05
7,Factory 9_City C_Type C_2023-06-06
5,Factory 9_City A_Type B_2023-06-07
19,Factory 9_City E_Type C_2023-06-08
19,Factory 9_City A_Type C_2023-06-09
8,Factory 9_City E_Type A_2023-06-10
13,Factory 9_City A_Type C_2023-06-11
11,Factory 9_City C_Type A_2023-06-12
7,Factory 9_City B_Type C_2023-06-13
14,Factory 9_City E_Type A_2023-06-14
14,Factory 9_City E_Type B_2023-06-15
18,Factory 9_City E_Type C_2023-06-16
12,Factory 9_City B_Type B_2023-06-17
16,Factory 9_City A_Type A_2023-06-18
11,Factory 9_City A_Type C_2023-06-19
11,Factory 9_City B_Type C_2023-06-20
18,Factory 9_City D_Type A_2023-06-21
15,Factory 9_City D_Type B_2023-06-22
13,Factory 9_City A_Type B_2023-06-23
19,Factory 9_City D_Type B_2023-06-24
10,Factory 9_City C_Type B_2023-06-25
13,Factory 9_City B_Type A_2023-06-26
17,Factory 9_City C_Type B_2023-06-27
8,Factory 9_City B_Type B_2023-06-28
12,Factory 9_City E_Type B_2023-06-29
16,Factory 9_City E_Type A_2023-06-30
18,Factory 9_City A_Type A_2023-07-01
6,Factory 9_City C_Type A_2023-07-02
17,Factory 9_City B_Type C_2023-07-03
14,Factory 9_City D_Type B_2023-07-04
5,Factory 9_City C_Type B_2023-07-05
11,Factory 9_City B_Type C_2023-07-06
13,Factory 9_City E_Type C_2023-07-07
5,Factory 9_City D_Type B_2023-07-08
12,Factory 9_City C_Type B_2023-07-09
9,Factory 9_City C_Type A_2023-07-10
5,Factory 9_City A_Type A_2023-07-11
19,Factory 9_City B_Type A_2023-07-12
18,Factory 9_City A_Type C_2023-07-13
5,Factory 9_City D_Type B_2023-07-14
16,Factory 9_City D_Type C_2023-07-15
13,Factory 9_City A_Type C_2023-07-16
12,Factory 9_City E_Type A_2023-07-17
7,Factory 9_City B_Type B_2023-07-18
6,Factory 9_City C_Type A_2023-07-19
6,Factory 9_City E_Type A_2023-07-20
8,Factory 9_City D_Type C_2023-07-21
9,Factory 9_City C_Type C_2023-07-22
18,Factory 9_City A_Type B_2023-07-23
8,Factory 9_City B_Type A_2023-07-24
13,Factory 9_City D_Type B_2023-07-25
11,Factory 9_City C_Type A_2023-07-26
5,Factory 9_City D_Type A_2023-07-27
10,Factory 9_City A_Type B_2023-07-28
6,Factory 9_City C_Type B_2023-07-29
6,Factory 9_City E_Type B_2023-07-30
10,Factory 9_City B_Type A_2023-07-31
5,Factory 9_City C_Type A_2023-08-01
5,Factory 9_City D_Type A_2023-08-02
13,Factory 9_City C_Type C_2023-08-03
5,Factory 9_City D_Type C_2023-08-04
11,Factory 9_City E_Type C_2023-08-05
8,Factory 9_City C_Type B_2023-08-06
8,Factory 9_City D_Type B_2023-08-07
16,Factory 9_City B_Type B_2023-08-08
15,Factory 9_City D_Type C_2023-08-09
9,Factory 9_City A_Type C_2023-08-10
17,Factory 9_City A_Type B_2023-08-11
7,Factory 9_City D_Type C_2023-08-12
17,Factory 9_City A_Type A_2023-08-13
8,Factory 9_City D_Type B_2023-08-14
6,Factory 9_City B_Type C_2023-08-15
18,Factory 9_City B_Type C_2023-08-16
10,Factory 9_City D_Type B_2023-08-17
11,Factory 9_City C_Type C_2023-08-18
9,Factory 9_City E_Type B_2023-08-19
19,Factory 9_City E_Type B_2023-08-20
8,Factory 9_City B_Type B_2023-08-21
6,Factory 9_City E_Type A_2023-08-22
9,Factory 9_City A_Type B_2023-08-23
17,Factory 9_City C_Type A_2023-08-24
18,Factory 9_City A_Type A_2023-08-25
15,Factory 9_City C_Type B_2023-08-26
15,Factory 9_City E_Type C_2023-08-27
18,Factory 9_City C_Type B_2023-08-28
15,Factory 9_City C_Type C_2023-08-29
14,Factory 9_City B_Type C_2023-08-30
8,Factory 9_City C_Type C_2023-08-31
13,Factory 9_City D_Type C_2023-09-01
9,Factory 9_City D_Type C_2023-09-02
14,Factory 9_City A_Type A_2023-09-03
12,Factory 9_City E_Type A_2023-09-04
16,Factory 9_City E_Type C_2023-09-05
9,Factory 9_City E_Type C_2023-09-06
13,Factory 9_City D_Type B_2023-09-07
15,Factory 9_City B_Type C_2023-09-08
14,Factory 9_City E_Type B_2023-09-09
8,Factory 9_City B_Type B_2023-09-10
12,Factory 9_City C_Type B_2023-09-11
10,Factory 9_City A_Type A_2023-09-12
15,Factory 9_City B_Type C_2023-09-13
11,Factory 9_City B_Type B_2023-09-14
16,Factory 9_City D_Type A_2023-09-15
14,Factory 9_City A_Type A_2023-09-16
